OrderID,Date,Product,Category,Region,Quantity,UnitPrice,Sales
1049,2021-01-22,Bluetooth Speaker,Electronics,South,4.0,36.58,146.32
1051,2021-01-23,Mechanical Keyboard,Electronics,South,3.0,58.46,175.38
1053,2021-01-24,Winter Jacket,Clothing,East,3.0,85.15,255.45
1052,2021-01-24,Running Shoes,Sports,West,4.0,62.09,238.0
1054,2021-01-25,USB-C Charger,Electronics,South,7.0,11.55,80.85
1059,2021-01-26,Running Shoes,Sports,South,3.0,65.22,195.66
1057,2021-01-26,Bluetooth Speaker,Electronics,East,1.0,31.88,31.88
1055,2021-01-26,Wireless Mouse,Electronics,West,7.0,15.35,107.45
1058,2021-01-26,Coffee Maker,Home & Kitchen,West,6.0,56.92,341.52
1056,2021-01-26,Running Shoes,Sports,West,5.0,61.49,307.45
1061,2021-01-27,USB-C Charger,Electronics,West,2.0,12.47,24.94
1060,2021-01-27,Bed Sheet Set,Home & Kitchen,North,7.0,29.01,203.07
1062,2021-01-27,Shampoo,Beauty,South,2.0,11.33,22.66
1063,2021-01-27,Face Moisturizer,Beauty,West,2.0,18.97,37.94
1064,2021-01-27,Yoga Mat,Sports,East,2.0,19.27,38.54
1065,2021-01-28,Cotton T-Shirt,Clothing,East,6.0,14.85,89.1
1066,2021-01-28,Bed Sheet Set,Home & Kitchen,South,7.0,30.15,211.05
1068,2021-01-29,Wireless Mouse,Electronics,West,6.0,16.48,98.88
1067,2021-01-29,Cricket Bat,Sports,North,4.0,49.48,197.92
1070,2021-01-30,Denim Jeans,Clothing,East,6.0,38.87,233.22
1071,2021-01-30,Denim Jeans,Clothing,South,6.0,38.5,231.0
1069,2021-01-30,Cricket Bat,Sports,East,6.0,44.19,265.14
1072,2021-01-31,Shampoo,Beauty,South,3.0,9.32,27.96
1074,2021-02-01,Bluetooth Speaker,Electronics,South,7.0,37.62,263.34
1073,2021-02-01,Running Shoes,Sports,East,4.0,66.63,266.52
1075,2021-02-02,Mechanical Keyboard,Electronics,West,2.0,53.94,107.88
1077,2021-02-03,Shampoo,Beauty,North,4.0,10.02,40.08
1078,2021-02-03,Denim Jeans,Clothing,South,1.0,40.42,40.42
1076,2021-02-03,Running Shoes,Sports,South,5.0,55.21,276.05
1079,2021-02-04,Cotton T-Shirt,Clothing,West,5.0,14.55,72.75
1081,2021-02-05,Face Moisturizer,Beauty,West,5.0,16.62,83.1
1082,2021-02-05,Face Moisturizer,Beauty,South,6.0,19.37,116.22
1083,2021-02-05,Coffee Maker,Home & Kitchen,West,2.0,54.54,109.08
1084,2021-02-05,Running Shoes,Sports,East,4.0,56.6,226.4
1080,2021-02-05,USB-C Charger,Electronics,North,6.0,10.84,65.04
1085,2021-02-06,Mechanical Keyboard,Electronics,Unknown,7.0,49.71,347.97
1086,2021-02-06,USB-C Charger,Electronics,South,1.0,12.42,12.42
1087,2021-02-06,Bed Sheet Set,Home & Kitchen,West,7.0,34.08,238.56
1091,2021-02-07,Shampoo,Beauty,South,2.0,9.1,18.2
1088,2021-02-07,Bed Sheet Set,Home & Kitchen,East,3.0,34.06,102.18
1092,2021-02-07,Mechanical Keyboard,Electronics,East,7.0,50.48,353.36
1089,2021-02-07,USB-C Charger,Electronics,North,1.0,12.75,12.75
1090,2021-02-07,Non-Stick Pan,Home & Kitchen,Unknown,4.0,22.93,114.65
1093,2021-02-08,Mechanical Keyboard,Electronics,East,1.0,56.32,56.32
1094,2021-02-08,Denim Jeans,Clothing,North,4.0,42.29,84.58
1097,2021-02-09,Winter Jacket,Clothing,East,6.0,83.24,415.275
1095,2021-02-09,Cotton T-Shirt,Clothing,West,3.0,17.21,51.63
1096,2021-02-09,Bluetooth Speaker,Electronics,South,1.0,38.29,38.29
1098,2021-02-09,Coffee Maker,Home & Kitchen,North,7.0,54.39,380.73
1099,2021-02-10,Wireless Mouse,Electronics,North,6.0,15.36,92.16
1101,2021-02-11,Coffee Maker,Home & Kitchen,North,7.0,56.96,398.72
1100,2021-02-11,Bluetooth Speaker,Electronics,West,5.0,39.42,197.1
1104,2021-02-12,Cotton T-Shirt,Clothing,East,5.0,16.99,84.95
1102,2021-02-12,Running Shoes,Sports,East,4.0,58.93,235.72
1103,2021-02-12,Non-Stick Pan,Home & Kitchen,North,4.0,28.41,113.64
1106,2021-02-13,Mechanical Keyboard,Electronics,East,4.0,58.96,235.84
1105,2021-02-13,USB-C Charger,Electronics,East,5.0,11.85,59.25
1110,2021-02-14,Bluetooth Speaker,Electronics,North,7.0,39.44,276.08
1107,2021-02-14,Cotton T-Shirt,Clothing,South,3.0,16.15,48.45
1109,2021-02-14,Winter Jacket,Clothing,West,5.0,79.41,397.05
1108,2021-02-14,Running Shoes,Sports,North,5.0,57.5,287.5
1112,2021-02-15,Denim Jeans,Clothing,East,7.0,40.34,282.38
1111,2021-02-15,Coffee Maker,Home & Kitchen,South,7.0,50.3,352.1
1113,2021-02-15,Bed Sheet Set,Home & Kitchen,North,2.0,30.51,61.02
1114,2021-02-16,Coffee Maker,Home & Kitchen,West,5.0,55.28,276.4
1117,2021-02-17,Bed Sheet Set,Home & Kitchen,West,5.0,27.32,136.6
1115,2021-02-17,Coffee Maker,Home & Kitchen,North,1.0,55.86,55.86
1116,2021-02-17,Yoga Mat,Sports,North,6.0,22.01,132.06
1118,2021-02-18,USB-C Charger,Electronics,East,4.0,11.03,44.12
1120,2021-02-18,Shampoo,Beauty,North,5.0,10.74,53.7
1119,2021-02-18,Shampoo,Beauty,North,1.0,10.74,10.74
1124,2021-02-19,Running Shoes,Sports,North,4.0,68.79,275.16
1122,2021-02-19,Denim Jeans,Clothing,West,4.0,40.64,162.56
1123,2021-02-19,Denim Jeans,Clothing,West,2.0,38.66,77.32
1121,2021-02-19,Yoga Mat,Sports,West,4.0,19.68,78.72
1127,2021-02-20,Shampoo,Beauty,North,2.0,9.21,18.42
1128,2021-02-20,Face Moisturizer,Beauty,South,3.0,16.4,49.2
1126,2021-02-20,Yoga Mat,Sports,South,3.0,21.63,64.89
1125,2021-02-20,Bed Sheet Set,Home & Kitchen,North,6.0,27.57,165.42
1129,2021-02-21,Wireless Mouse,Electronics,South,1.0,15.3,15.3
1132,2021-02-22,Cricket Bat,Sports,Unknown,4.0,49.65,198.6
1133,2021-02-22,Shampoo,Beauty,North,6.0,11.28,67.68
1131,2021-02-22,USB-C Charger,Electronics,East,1.0,10.84,10.84
1130,2021-02-22,Wireless Mouse,Electronics,North,1.0,15.26,15.26
1137,2021-02-23,Winter Jacket,Clothing,East,2.0,81.96,163.92
1135,2021-02-23,Bed Sheet Set,Home & Kitchen,West,4.0,33.59,201.54
1136,2021-02-23,Winter Jacket,Clothing,West,2.0,79.16,158.32
1134,2021-02-23,Cotton T-Shirt,Clothing,South,1.0,17.08,17.08
1140,2021-02-24,Face Moisturizer,Beauty,South,3.0,17.16,51.48
1141,2021-02-24,Yoga Mat,Sports,West,4.0,22.9,91.6
1138,2021-02-24,Non-Stick Pan,Home & Kitchen,North,1.0,23.34,23.34
1139,2021-02-24,Shampoo,Beauty,East,7.0,10.96,76.72
1142,2021-02-24,Mechanical Keyboard,Electronics,Unknown,2.0,54.89,109.78
1145,2021-02-25,Bluetooth Speaker,Electronics,South,1.0,35.81,35.81
1143,2021-02-25,Winter Jacket,Clothing,East,4.0,77.96,311.84
1144,2021-02-25,Denim Jeans,Clothing,East,1.0,45.5,45.5
1147,2021-02-26,Non-Stick Pan,Home & Kitchen,East,7.0,23.31,163.17
1148,2021-02-26,Cricket Bat,Sports,Unknown,7.0,45.0,315.0
1146,2021-02-26,Bed Sheet Set,Home & Kitchen,South,3.0,31.35,94.05
1150,2021-02-27,Mechanical Keyboard,Electronics,North,2.0,52.58,105.16
1149,2021-02-27,Cotton T-Shirt,Clothing,East,3.0,15.43,46.29
1153,2021-02-28,Denim Jeans,Clothing,North,3.0,36.39,109.17
1151,2021-02-28,Yoga Mat,Sports,North,5.0,20.3,101.5
1152,2021-02-28,Denim Jeans,Clothing,South,2.0,37.29,74.58
1155,2021-03-01,Wireless Mouse,Electronics,South,4.0,16.52,66.08
1154,2021-03-01,Face Moisturizer,Beauty,East,7.0,17.9,125.3
1156,2021-03-02,Shampoo,Beauty,West,6.0,9.59,57.54
1157,2021-03-02,Coffee Maker,Home & Kitchen,East,6.0,51.28,304.68
1158,2021-03-03,Winter Jacket,Clothing,East,7.0,85.74,415.275
1160,2021-03-04,Shampoo,Beauty,West,1.0,10.84,10.84
1159,2021-03-04,Mechanical Keyboard,Electronics,South,6.0,56.82,340.92
1162,2021-03-05,Wireless Mouse,Electronics,North,4.0,15.28,61.12
1161,2021-03-05,Yoga Mat,Sports,South,6.0,18.6,111.6
1165,2021-03-06,Running Shoes,Sports,South,4.0,63.69,254.76
1163,2021-03-06,Yoga Mat,Sports,South,7.0,21.73,152.11
1164,2021-03-06,Wireless Mouse,Electronics,West,3.0,14.92,44.76
1168,2021-03-07,Face Moisturizer,Beauty,East,7.0,19.99,139.93
1167,2021-03-07,Bluetooth Speaker,Electronics,South,3.0,32.27,96.81
1166,2021-03-07,Yoga Mat,Sports,North,6.0,19.83,118.98
1169,2021-03-07,USB-C Charger,Electronics,East,7.0,12.03,84.21
1171,2021-03-08,Yoga Mat,Sports,North,6.0,18.85,113.1
1170,2021-03-08,Coffee Maker,Home & Kitchen,East,4.0,45.07,180.28
1175,2021-03-09,Face Moisturizer,Beauty,West,6.0,18.82,112.92
1173,2021-03-09,Bluetooth Speaker,Electronics,East,4.0,35.94,143.76
1172,2021-03-09,Coffee Maker,Home & Kitchen,North,6.0,57.1,342.6
1174,2021-03-09,Wireless Mouse,Electronics,West,4.0,16.15,113.05
1176,2021-03-10,Non-Stick Pan,Home & Kitchen,East,1.0,24.81,24.81
1179,2021-03-11,Shampoo,Beauty,West,6.0,10.03,60.18
1177,2021-03-11,Winter Jacket,Clothing,South,4.0,77.09,308.36
1178,2021-03-11,Running Shoes,Sports,North,1.0,55.75,55.75
1181,2021-03-12,USB-C Charger,Electronics,East,1.0,13.02,13.02
1183,2021-03-12,Cotton T-Shirt,Clothing,North,6.0,16.5,99.0
1180,2021-03-12,Winter Jacket,Clothing,East,1.0,76.1,76.1
1182,2021-03-12,Yoga Mat,Sports,West,5.0,18.7,93.5
1184,2021-03-13,Face Moisturizer,Beauty,South,6.0,17.81,106.86
1185,2021-03-13,Bed Sheet Set,Home & Kitchen,South,1.0,32.12,32.12
1187,2021-03-14,Cricket Bat,Sports,South,6.0,46.57,247.5
1188,2021-03-14,Winter Jacket,Clothing,East,7.0,74.34,415.275
1186,2021-03-14,Wireless Mouse,Electronics,North,1.0,16.87,16.87
1189,2021-03-14,Yoga Mat,Sports,East,7.0,21.65,151.55
1190,2021-03-14,Denim Jeans,Clothing,West,4.0,43.94,175.76
1193,2021-03-15,Denim Jeans,Clothing,North,3.0,41.17,130.65
1192,2021-03-15,Wireless Mouse,Electronics,South,4.0,15.64,62.56
1194,2021-03-15,Yoga Mat,Sports,South,5.0,18.55,92.75
1191,2021-03-15,Wireless Mouse,Electronics,North,5.0,16.42,82.10000000000001
1196,2021-03-16,Bluetooth Speaker,Electronics,West,5.0,37.8,189.0
1195,2021-03-16,Bed Sheet Set,Home & Kitchen,West,5.0,30.65,153.25
1197,2021-03-17,Running Shoes,Sports,West,3.0,68.39,205.17
1198,2021-03-17,Winter Jacket,Clothing,South,6.0,80.02,415.275
1199,2021-03-17,Shampoo,Beauty,South,6.0,10.54,63.24
1200,2021-03-18,Wireless Mouse,Electronics,East,4.0,15.72,62.88
1201,2021-03-18,Coffee Maker,Home & Kitchen,West,4.0,54.88,219.52
1202,2021-03-19,Shampoo,Beauty,South,1.0,10.44,10.44
1207,2021-03-20,Cotton T-Shirt,Clothing,South,4.0,16.45,65.8
1204,2021-03-20,Bluetooth Speaker,Electronics,South,7.0,39.56,276.92
1206,2021-03-20,Shampoo,Beauty,North,7.0,9.14,63.98
1205,2021-03-20,Shampoo,Beauty,South,7.0,9.57,66.99
1203,2021-03-20,Face Moisturizer,Beauty,North,5.0,16.94,84.7
1208,2021-03-21,Bluetooth Speaker,Electronics,North,4.0,39.55,79.1
1210,2021-03-22,Non-Stick Pan,Home & Kitchen,East,6.0,23.6,141.6
1209,2021-03-22,Wireless Mouse,Electronics,West,3.0,13.62,40.86
1212,2021-03-23,Mechanical Keyboard,Electronics,North,1.0,51.95,51.95
1211,2021-03-23,Shampoo,Beauty,East,6.0,9.55,57.3
1213,2021-03-23,Bluetooth Speaker,Electronics,North,1.0,36.38,36.38
1215,2021-03-24,USB-C Charger,Electronics,East,3.0,11.85,35.55
1214,2021-03-24,Cricket Bat,Sports,North,5.0,44.97,224.85
1219,2021-03-25,Wireless Mouse,Electronics,West,5.0,13.78,68.9
1217,2021-03-25,Mechanical Keyboard,Electronics,South,4.0,56.11,224.44
1216,2021-03-25,Wireless Mouse,Electronics,South,3.0,15.2,45.6
1218,2021-03-25,Face Moisturizer,Beauty,South,3.0,16.9,50.7
1220,2021-03-26,Cricket Bat,Sports,West,2.0,50.25,100.5
1223,2021-03-26,Winter Jacket,Clothing,South,4.0,88.0,88.0
1222,2021-03-26,Winter Jacket,Clothing,East,3.0,82.11,246.33
1221,2021-03-26,Winter Jacket,Clothing,North,1.0,76.44,76.44
1225,2021-03-27,Face Moisturizer,Beauty,East,4.0,20.45,81.8
1224,2021-03-27,Mechanical Keyboard,Electronics,East,6.0,57.79,346.74
1226,2021-03-28,Cricket Bat,Sports,West,2.0,40.65,81.3
1227,2021-03-29,Cricket Bat,Sports,North,3.0,41.88,125.64
1232,2021-03-30,Winter Jacket,Clothing,North,2.0,83.32,166.64
1230,2021-03-30,Face Moisturizer,Beauty,North,2.0,20.07,40.14
1231,2021-03-30,USB-C Charger,Electronics,West,2.0,13.09,26.18
1228,2021-03-30,Shampoo,Beauty,South,3.0,10.48,31.44
1229,2021-03-30,Coffee Maker,Home & Kitchen,West,5.0,49.31,246.55
1233,2021-03-31,Mechanical Keyboard,Electronics,East,1.0,53.19,53.19
1234,2021-03-31,Winter Jacket,Clothing,South,5.0,80.05,400.25
1235,2021-04-01,Denim Jeans,Clothing,South,5.0,41.17,188.6
1236,2021-04-01,Cricket Bat,Sports,North,3.0,49.75,149.25
1238,2021-04-02,Cricket Bat,Sports,North,2.0,42.08,84.16
1237,2021-04-02,Running Shoes,Sports,North,6.0,66.45,398.7
1239,2021-04-02,Non-Stick Pan,Home & Kitchen,North,7.0,27.96,195.72
1241,2021-04-03,Face Moisturizer,Beauty,South,6.0,16.41,98.46
1240,2021-04-03,Bed Sheet Set,Home & Kitchen,North,2.0,30.03,60.06
1242,2021-04-03,Coffee Maker,Home & Kitchen,Unknown,3.0,51.28,141.9
1243,2021-04-04,USB-C Charger,Electronics,South,5.0,11.97,59.85
1245,2021-04-05,Cricket Bat,Sports,East,6.0,42.02,252.12
1244,2021-04-05,Cricket Bat,Sports,West,3.0,51.18,153.54
1246,2021-04-06,USB-C Charger,Electronics,East,4.0,10.95,43.8
1247,2021-04-06,Face Moisturizer,Beauty,East,5.0,16.9,84.5
1249,2021-04-07,Denim Jeans,Clothing,North,7.0,36.76,257.32
1250,2021-04-07,Mechanical Keyboard,Electronics,North,4.0,59.05,236.2
1248,2021-04-07,Wireless Mouse,Electronics,North,5.0,16.08,80.4
1251,2021-04-08,Coffee Maker,Home & Kitchen,East,3.0,57.03,171.09
1252,2021-04-08,Wireless Mouse,Electronics,South,1.0,15.17,15.17
1254,2021-04-09,Running Shoes,Sports,South,6.0,68.71,412.26
1253,2021-04-09,Winter Jacket,Clothing,East,5.0,87.18,415.275
1256,2021-04-10,Wireless Mouse,Electronics,East,2.0,15.63,31.26
1255,2021-04-10,Denim Jeans,Clothing,East,2.0,41.88,83.76
1257,2021-04-10,Denim Jeans,Clothing,East,6.0,37.21,223.26
1258,2021-04-11,Non-Stick Pan,Home & Kitchen,East,5.0,25.46,127.3
1259,2021-04-11,Face Moisturizer,Beauty,West,7.0,18.25,127.75
1262,2021-04-12,Coffee Maker,Home & Kitchen,East,7.0,55.05,385.35
1261,2021-04-12,Running Shoes,Sports,East,2.0,64.87,129.74
1260,2021-04-12,Coffee Maker,Home & Kitchen,West,5.0,45.96,229.8
1264,2021-04-13,Denim Jeans,Clothing,South,6.0,41.17,216.0
1263,2021-04-13,Coffee Maker,Home & Kitchen,South,2.0,45.31,90.62
1266,2021-04-13,USB-C Charger,Electronics,East,7.0,10.83,75.81
1265,2021-04-13,Bed Sheet Set,Home & Kitchen,North,2.0,34.04,68.08
1267,2021-04-14,Wireless Mouse,Electronics,North,6.0,15.3,91.8
1268,2021-04-15,Running Shoes,Sports,North,6.0,54.05,324.3
1269,2021-04-15,Bed Sheet Set,Home & Kitchen,South,6.0,33.4,200.4
1272,2021-04-15,Shampoo,Beauty,North,1.0,10.7,10.7
1271,2021-04-15,Wireless Mouse,Electronics,North,6.0,13.67,82.02
1270,2021-04-15,Mechanical Keyboard,Electronics,South,5.0,50.08,250.4
1275,2021-04-16,Cricket Bat,Sports,West,4.0,43.11,172.44
1274,2021-04-16,Non-Stick Pan,Home & Kitchen,South,5.0,28.68,143.4
1273,2021-04-16,Yoga Mat,Sports,East,7.0,22.72,159.04
1278,2021-04-17,Yoga Mat,Sports,East,7.0,22.42,156.94
1279,2021-04-17,USB-C Charger,Electronics,West,2.0,12.38,24.76
1277,2021-04-17,Denim Jeans,Clothing,East,6.0,44.01,264.06
1276,2021-04-17,Mechanical Keyboard,Electronics,North,2.0,50.01,100.02
1280,2021-04-18,Wireless Mouse,Electronics,West,3.0,16.56,49.68
1281,2021-04-18,Yoga Mat,Sports,North,5.0,20.68,103.4
1282,2021-04-19,Cotton T-Shirt,Clothing,Unknown,3.0,14.52,43.56
1283,2021-04-19,Bed Sheet Set,Home & Kitchen,North,3.0,34.17,102.51
1284,2021-04-20,Winter Jacket,Clothing,West,7.0,72.1,415.275
1285,2021-04-20,Non-Stick Pan,Home & Kitchen,North,2.0,25.83,51.66
1286,2021-04-20,Running Shoes,Sports,West,5.0,67.42,337.1
1287,2021-04-20,Bed Sheet Set,Home & Kitchen,North,2.0,30.71,61.42
1290,2021-04-21,Coffee Maker,Home & Kitchen,North,3.0,55.84,167.52
1289,2021-04-21,Wireless Mouse,Electronics,South,3.0,16.76,50.28
1288,2021-04-21,Mechanical Keyboard,Electronics,West,3.0,61.39,184.17
1293,2021-04-22,Non-Stick Pan,Home & Kitchen,North,6.0,28.18,169.08
1291,2021-04-22,Non-Stick Pan,Home & Kitchen,North,2.0,25.41,50.82
1292,2021-04-22,Shampoo,Beauty,East,2.0,9.32,18.64
1295,2021-04-22,Bed Sheet Set,Home & Kitchen,West,7.0,28.45,199.15
1294,2021-04-22,Mechanical Keyboard,Electronics,West,2.0,60.94,121.88
1296,2021-04-22,Bed Sheet Set,Home & Kitchen,South,3.0,34.36,103.08
1298,2021-04-23,Cricket Bat,Sports,South,1.0,51.33,51.33
1299,2021-04-23,Shampoo,Beauty,West,4.0,9.45,37.8
1297,2021-04-23,USB-C Charger,Electronics,West,6.0,11.65,69.9
1300,2021-04-24,Bluetooth Speaker,Electronics,East,1.0,38.25,38.25
1301,2021-04-24,Wireless Mouse,Electronics,South,4.0,14.8,88.8
1302,2021-04-24,Denim Jeans,Clothing,West,3.0,44.52,133.56
1304,2021-04-25,Shampoo,Beauty,West,3.0,9.63,28.89
1303,2021-04-25,Bed Sheet Set,Home & Kitchen,East,1.0,29.43,29.43
1307,2021-04-25,Cotton T-Shirt,Clothing,Unknown,7.0,16.48,115.36
1306,2021-04-25,Bed Sheet Set,Home & Kitchen,West,1.0,27.77,27.77
1305,2021-04-25,Cricket Bat,Sports,South,2.0,43.58,87.16
1309,2021-04-26,USB-C Charger,Electronics,North,6.0,11.25,67.5
1308,2021-04-26,Face Moisturizer,Beauty,West,6.0,16.79,100.74
1310,2021-04-27,Cotton T-Shirt,Clothing,North,3.0,14.67,44.01
1311,2021-04-27,Denim Jeans,Clothing,West,6.0,38.3,229.8
1313,2021-04-27,Coffee Maker,Home & Kitchen,South,7.0,50.89,356.23
1312,2021-04-27,Bed Sheet Set,Home & Kitchen,East,1.0,31.89,31.89
1314,2021-04-28,Cotton T-Shirt,Clothing,North,5.0,16.41,82.05
1315,2021-04-29,Running Shoes,Sports,West,4.0,68.51,274.04
1317,2021-04-29,Face Moisturizer,Beauty,East,1.0,18.93,18.93
1316,2021-04-29,Bluetooth Speaker,Electronics,South,7.0,35.71,249.97
1318,2021-04-29,Bluetooth Speaker,Electronics,West,1.0,33.25,33.25
1319,2021-04-30,Yoga Mat,Sports,North,5.0,20.95,104.75
1321,2021-05-01,Face Moisturizer,Beauty,East,7.0,19.45,136.15
1320,2021-05-01,Running Shoes,Sports,South,6.0,59.89,359.34
1323,2021-05-02,Yoga Mat,Sports,South,4.0,21.51,86.04
1327,2021-05-02,Yoga Mat,Sports,East,2.0,22.89,45.78
1322,2021-05-02,Coffee Maker,Home & Kitchen,North,6.0,46.78,280.68
1326,2021-05-02,Face Moisturizer,Beauty,North,5.0,16.55,82.75
1325,2021-05-02,Mechanical Keyboard,Electronics,North,1.0,61.63,61.63
1324,2021-05-02,Denim Jeans,Clothing,West,2.0,39.26,78.52
1328,2021-05-03,Coffee Maker,Home & Kitchen,North,3.0,46.55,139.65
1330,2021-05-03,Cricket Bat,Sports,East,1.0,48.48,48.48
1329,2021-05-03,Non-Stick Pan,Home & Kitchen,South,1.0,28.35,28.35
1331,2021-05-04,Bluetooth Speaker,Electronics,West,4.0,36.73,146.92
1332,2021-05-04,Yoga Mat,Sports,South,7.0,21.22,148.54
1334,2021-05-04,Mechanical Keyboard,Electronics,South,4.0,52.9,211.6
1333,2021-05-04,Cotton T-Shirt,Clothing,West,2.0,15.14,30.28
1335,2021-05-04,Bed Sheet Set,Home & Kitchen,North,5.0,31.62,158.1
1337,2021-05-05,USB-C Charger,Electronics,South,5.0,13.79,68.95
1338,2021-05-05,Cotton T-Shirt,Clothing,East,3.0,13.81,41.43
1336,2021-05-05,USB-C Charger,Electronics,West,2.0,10.86,415.275
1339,2021-05-05,USB-C Charger,Electronics,East,5.0,11.02,55.1
1340,2021-05-06,Wireless Mouse,Electronics,East,4.0,14.15,56.6
1344,2021-05-07,Yoga Mat,Sports,East,2.0,22.96,45.92
1345,2021-05-07,Denim Jeans,Clothing,South,5.0,38.11,190.55
1346,2021-05-07,Bed Sheet Set,Home & Kitchen,South,5.0,32.5,162.5
1343,2021-05-07,Bluetooth Speaker,Electronics,South,7.0,39.38,275.66
1341,2021-05-07,Mechanical Keyboard,Electronics,North,3.0,57.46,172.38
1342,2021-05-07,Bluetooth Speaker,Electronics,South,5.0,34.96,174.8
1348,2021-05-08,Mechanical Keyboard,Electronics,East,5.0,61.25,306.25
1347,2021-05-08,Cricket Bat,Sports,South,4.0,44.69,178.76
1350,2021-05-09,Cricket Bat,Sports,South,1.0,44.9,44.9
1349,2021-05-09,Winter Jacket,Clothing,East,1.0,85.25,85.25
1351,2021-05-09,Cotton T-Shirt,Clothing,West,2.0,16.72,33.44
1352,2021-05-10,Wireless Mouse,Electronics,West,4.0,13.99,55.96
1353,2021-05-11,Face Moisturizer,Beauty,West,2.0,18.22,36.44
1354,2021-05-11,Coffee Maker,Home & Kitchen,South,1.0,50.39,50.39
1355,2021-05-11,Bluetooth Speaker,Electronics,West,3.0,39.8,119.4
1357,2021-05-12,Running Shoes,Sports,North,1.0,64.58,64.58
1356,2021-05-12,Non-Stick Pan,Home & Kitchen,North,7.0,26.65,186.55
1359,2021-05-13,Bluetooth Speaker,Electronics,South,5.0,37.1,185.5
1360,2021-05-13,USB-C Charger,Electronics,South,5.0,13.6,68.0
1361,2021-05-13,Running Shoes,Sports,North,1.0,62.77,62.77
1358,2021-05-13,Face Moisturizer,Beauty,South,1.0,18.59,18.59
1362,2021-05-14,Face Moisturizer,Beauty,South,1.0,19.08,19.08
