OrderID,Date,Product,Category,Region,Quantity,UnitPrice,Sales
1236,2021-04-01,Cricket Bat,Sports,North,3.0,49.75,149.25
1451,2021-06-15,Winter Jacket,Clothing,North,1.0,85.76,85.76
4494,2024-03-14,Cotton T-Shirt,Clothing,East,6.0,14.57,87.42
1198,2021-03-17,Winter Jacket,Clothing,South,6.0,80.02,480.12
2982,2022-12-02,Bluetooth Speaker,Electronics,South,3.0,39.67,119.01
2597,2022-07-21,Non-Stick Pan,Home & Kitchen,North,3.0,24.9,74.7
3911,2023-10-07,Non-Stick Pan,Home & Kitchen,West,5.0,25.47,127.35
1199,2021-03-17,Shampoo,Beauty,South,6.0,10.54,63.24
2386,2022-05-10,Cricket Bat,Sports,North,2.0,41.91,83.82
3475,2023-05-27,Shampoo,Beauty,West,6.0,11.1,66.6
1973,2021-12-09,Bed Sheet Set,Home & Kitchen,North,6.0,30.5,183.0
3573,2023-06-24,Cotton T-Shirt,Clothing,South,2.0,14.14,28.28
4119,2023-11-29,Face Moisturizer,Beauty,East,1.0,18.3,18.3
2094,2022-01-18,Face Moisturizer,Beauty,North,2.0,16.97,33.94
5163,2024-10-09,Denim Jeans,Clothing,,3.0,36.36,109.08
3555,2023-06-19,Non-Stick Pan,Home & Kitchen,South,5.0,22.51,112.55
2799,2022-10-08,Wireless Mouse,Electronics,East,7.0,14.47,101.29
1911,2021-11-25,Winter Jacket,Clothing,North,5.0,91.03,455.15
1205,2021-03-20,Shampoo,Beauty,South,7.0,9.57,66.99
4583,2024-04-15,Coffee Maker,Home & Kitchen,South,5.0,51.42,257.1
3618,2023-07-06,Shampoo,Beauty,South,3.0,9.79,29.37
1433,2021-06-07,Coffee Maker,Home & Kitchen,North,7.0,51.33,359.31
3549,2023-06-18,Mechanical Keyboard,Electronics,East,7.0,59.16,414.12
3814,2023-09-06,Coffee Maker,Home & Kitchen,North,1.0,54.66,54.66
1685,2021-09-10,Wireless Mouse,Electronics,West,4.0,17.16,68.64
2706,2022-09-03,Winter Jacket,Clothing,North,4.0,81.96,327.84
1521,2021-07-09,Denim Jeans,Clothing,East,1.0,43.92,43.92
2182,2022-02-23,Non-Stick Pan,Home & Kitchen,East,1.0,28.67,28.67
1575,2021-07-25,Coffee Maker,Home & Kitchen,,7.0,,327.04
2839,2022-10-26,Shampoo,Beauty,South,6.0,11.26,67.56
5341,2024-11-18,Coffee Maker,Home & Kitchen,West,4.0,47.96,191.84
1626,2021-08-17,Coffee Maker,Home & Kitchen,South,6.0,52.12,312.72
1115,2021-02-17,Coffee Maker,Home & Kitchen,North,1.0,55.86,55.86
5093,2024-09-17,Bluetooth Speaker,Electronics,South,,36.82,36.82
1876,2021-11-12,Yoga Mat,Sports,,6.0,18.27,109.62
4912,2024-07-20,Mechanical Keyboard,Electronics,South,2.0,50.43,100.86
2083,2022-01-13,USB-C Charger,Electronics,North,4.0,11.3,45.2
1192,2021-03-15,Wireless Mouse,Electronics,South,4.0,15.64,62.56
4724,2024-06-02,Bed Sheet Set,Home & Kitchen,East,2.0,28.35,56.7
4246,2023-12-28,Non-Stick Pan,Home & Kitchen,East,4.0,24.55,98.2
1020,2021-01-10,Cricket Bat,Sports,South,5.0,48.71,243.55
5466,2024-12-17,USB-C Charger,Electronics,West,6.0,13.67,82.02
3655,2023-07-13,Cotton T-Shirt,Clothing,South,6.0,14.8,88.8
2360,2022-04-27,USB-C Charger,Electronics,West,7.0,12.51,87.57
1939,2021-12-01,Wireless Mouse,Electronics,East,3.0,14.79,44.37
1471,2021-06-23,Winter Jacket,Clothing,South,6.0,87.53,525.18
3441,2023-05-13,Running Shoes,Sports,South,2.0,57.63,115.26
2136,2022-02-03,Mechanical Keyboard,Electronics,East,3.0,55.82,167.46
2244,2022-03-16,Face Moisturizer,Beauty,East,2.0,18.33,36.66
3520,2023-06-09,Cotton T-Shirt,Clothing,South,4.0,14.13,56.52
2228,2022-03-13,USB-C Charger,Electronics,South,2.0,11.38,22.76
3180,2023-02-07,Cotton T-Shirt,Clothing,South,6.0,14.58,87.48
4812,2024-06-27,Face Moisturizer,Beauty,South,6.0,17.23,103.38
5038,2024-08-30,Face Moisturizer,Beauty,East,1.0,16.75,16.75
5120,2024-09-27,Bluetooth Speaker,Electronics,North,4.0,39.23,156.92
2041,2021-12-29,Yoga Mat,Sports,North,4.0,21.51,86.04
5100,2024-09-20,Yoga Mat,Sports,South,4.0,18.15,72.6
3366,2023-04-16,Non-Stick Pan,Home & Kitchen,West,5.0,23.62,
3757,2023-08-16,Yoga Mat,Sports,North,4.0,19.72,78.88
2511,2022-06-22,Cricket Bat,Sports,,6.0,50.01,300.06
3465,2023-05-23,USB-C Charger,Electronics,North,7.0,13.34,93.38
1382,2021-05-21,Denim Jeans,Clothing,North,4.0,37.49,149.96
3962,2023-10-22,Wireless Mouse,Electronics,East,1.0,13.74,13.74
2767,2022-09-26,Non-Stick Pan,Home & Kitchen,West,4.0,22.54,90.16
2341,2022-04-19,Wireless Mouse,Electronics,South,5.0,16.72,83.6
3443,2023-05-15,Bluetooth Speaker,Electronics,South,7.0,37.95,265.65
1590,2021-07-30,USB-C Charger,Electronics,West,5.0,12.94,64.7
5451,2024-12-14,Mechanical Keyboard,Electronics,West,4.0,59.42,237.68
1977,2021-12-09,Running Shoes,Sports,,3.0,54.25,162.75
5344,2024-11-18,Non-Stick Pan,Home & Kitchen,West,3.0,27.66,82.98
4805,2024-06-24,USB-C Charger,Electronics,South,4.0,12.41,49.64
1255,2021-04-10,Denim Jeans,Clothing,East,2.0,41.88,83.76
1914,2021-11-25,Bluetooth Speaker,Electronics,West,7.0,39.66,277.62
4444,2024-02-25,Bed Sheet Set,Home & Kitchen,North,1.0,33.57,33.57
1961,2021-12-06,Mechanical Keyboard,Electronics,North,4.0,61.5,246.0
4951,2024-08-02,Cotton T-Shirt,Clothing,,2.0,16.95,33.9
3874,2023-09-24,Face Moisturizer,Beauty,South,3.0,,57.96
4241,2023-12-27,Non-Stick Pan,Home & Kitchen,South,3.0,26.77,80.31
1240,2021-04-03,Bed Sheet Set,Home & Kitchen,North,2.0,30.03,60.06
1538,2021-07-15,Non-Stick Pan,Home & Kitchen,North,4.0,27.49,109.96
4854,2024-07-08,Winter Jacket,Clothing,West,,76.9,461.4
2698,2022-08-31,Winter Jacket,Clothing,North,6.0,83.11,498.66
1696,2021-09-14,Cotton T-Shirt,Clothing,North,3.0,16.22,48.66
5053,2024-09-02,Denim Jeans,Clothing,North,1.0,40.58,40.58
2863,2022-11-02,USB-C Charger,Electronics,North,5.0,11.86,59.3
1454,2021-06-16,Coffee Maker,Home & Kitchen,East,5.0,46.88,234.4
1226,2021-03-28,Cricket Bat,Sports,West,2.0,40.65,81.3
4375,2024-02-05,Face Moisturizer,Beauty,North,4.0,19.24,76.96
3750,2023-08-11,Wireless Mouse,Electronics,South,6.0,14.45,86.7
4474,2024-03-08,Bluetooth Speaker,Electronics,South,6.0,36.36,218.16
3536,2023-06-15,Non-Stick Pan,Home & Kitchen,East,2.0,28.33,56.66
4012,2023-11-06,Cotton T-Shirt,Clothing,North,7.0,16.34,114.38
3947,2023-10-17,Yoga Mat,Sports,West,3.0,19.32,57.96
5208,2024-10-21,Mechanical Keyboard,Electronics,West,2.0,52.88,105.76
1818,2021-10-29,Denim Jeans,Clothing,,6.0,37.21,223.26
1958,2021-12-05,Bed Sheet Set,Home & Kitchen,East,2.0,29.25,58.5
5180,2024-10-13,Bed Sheet Set,Home & Kitchen,South,,30.13,210.91
5379,2024-11-26,Face Moisturizer,Beauty,East,3.0,,49.08
5047,2024-09-01,Bluetooth Speaker,Electronics,North,5.0,32.62,163.1
1213,2021-03-23,Bluetooth Speaker,Electronics,North,1.0,36.38,36.38
5354,2024-11-20,Non-Stick Pan,Home & Kitchen,North,6.0,27.48,164.88
3971,2023-10-26,Shampoo,Beauty,West,4.0,10.35,41.4
3087,2022-12-30,Winter Jacket,Clothing,West,5.0,77.79,388.95
2561,2022-07-09,Non-Stick Pan,Home & Kitchen,South,4.0,22.61,90.44
2586,2022-07-17,Coffee Maker,Home & Kitchen,East,7.0,49.73,348.11
5496,2024-12-24,Shampoo,Beauty,South,2.0,10.83,21.66
3846,2023-09-18,USB-C Charger,Electronics,East,1.0,12.7,12.7
5155,2024-10-07,Wireless Mouse,Electronics,North,2.0,13.69,27.38
1424,2021-06-05,Wireless Mouse,Electronics,,6.0,16.57,99.42
1456,2021-06-16,Bed Sheet Set,Home & Kitchen,West,1.0,32.6,32.6
5338,2024-11-18,Yoga Mat,Sports,South,7.0,22.56,157.92
4009,2023-11-05,Winter Jacket,Clothing,East,6.0,91.86,551.16
2377,2022-05-07,Bed Sheet Set,Home & Kitchen,South,7.0,27.37,191.59
1203,2021-03-20,Face Moisturizer,Beauty,North,5.0,16.94,84.7
2352,2022-04-24,Face Moisturizer,Beauty,East,4.0,18.24,72.96
1743,2021-10-03,Winter Jacket,Clothing,South,5.0,82.85,414.25
1718,2021-09-22,Non-Stick Pan,Home & Kitchen,South,5.0,24.04,120.2
2263,2022-03-23,Cotton T-Shirt,Clothing,South,3.0,13.92,41.76
4733,2024-06-04,Coffee Maker,Home & Kitchen,North,6.0,48.91,293.46
3479,2023-05-28,Shampoo,Beauty,North,1.0,11.33,11.33
1486,2021-06-27,USB-C Charger,Electronics,North,2.0,11.9,23.8
1836,2021-11-04,Yoga Mat,Sports,East,4.0,22.99,91.96
5446,2024-12-12,Yoga Mat,Sports,South,5.0,20.43,102.15
3541,2023-06-16,Wireless Mouse,Electronics,South,7.0,16.57,
3367,2023-04-16,Denim Jeans,Clothing,South,4.0,44.81,179.24
1322,2021-05-02,Coffee Maker,Home & Kitchen,North,6.0,46.78,280.68
5333,2024-11-16,USB-C Charger,Electronics,South,2.0,11.29,22.58
1439,2021-06-11,Coffee Maker,Home & Kitchen,West,5.0,52.8,264.0
2300,2022-04-05,Face Moisturizer,Beauty,West,5.0,20.18,100.9
1367,2021-05-16,Yoga Mat,Sports,East,2.0,21.31,42.62
3193,2023-02-12,Coffee Maker,Home & Kitchen,East,4.0,51.28,205.12
4638,2024-05-04,Yoga Mat,Sports,West,1.0,21.79,21.79
3016,2022-12-11,Cricket Bat,Sports,East,1.0,43.43,43.43
3267,2023-03-14,Bed Sheet Set,Home & Kitchen,West,4.0,30.33,121.32
2281,2022-03-28,Face Moisturizer,Beauty,South,1.0,19.9,19.9
1841,2021-11-04,Non-Stick Pan,Home & Kitchen,West,3.0,24.87,74.61
1560,2021-07-20,Face Moisturizer,Beauty,East,6.0,18.36,110.16
5292,2024-11-10,Non-Stick Pan,Home & Kitchen,East,7.0,26.9,188.3
4295,2024-01-12,Mechanical Keyboard,Electronics,North,4.0,54.93,219.72
4251,2023-12-30,USB-C Charger,Electronics,South,,11.46,22.92
1751,2021-10-07,Cotton T-Shirt,Clothing,North,6.0,14.76,88.56
5004,2024-08-18,Yoga Mat,Sports,West,2.0,20.24,40.48
3295,2023-03-22,Bluetooth Speaker,Electronics,West,6.0,34.72,208.32
1086,2021-02-06,USB-C Charger,Electronics,South,1.0,12.42,12.42
1151,2021-02-28,Yoga Mat,Sports,North,5.0,20.3,101.5
3413,2023-05-04,Winter Jacket,Clothing,,7.0,77.92,545.44
1490,2021-06-30,Running Shoes,Sports,West,2.0,62.42,124.84
3287,2023-03-20,Shampoo,Beauty,West,5.0,9.41,47.05
4429,2024-02-21,Bed Sheet Set,Home & Kitchen,West,5.0,33.27,166.35
5353,2024-11-20,Running Shoes,Sports,South,1.0,58.51,58.51
2213,2022-03-07,Yoga Mat,Sports,South,2.0,20.69,41.38
4406,2024-02-14,Bed Sheet Set,Home & Kitchen,East,3.0,30.82,92.46
1898,2021-11-19,Coffee Maker,Home & Kitchen,South,7.0,49.57,346.99
1006,2021-01-03,Cotton T-Shirt,Clothing,East,5.0,15.78,78.9
1195,2021-03-16,Bed Sheet Set,Home & Kitchen,West,5.0,30.65,153.25
2741,2022-09-17,Bluetooth Speaker,Electronics,North,5.0,35.01,175.05
3628,2023-07-07,Face Moisturizer,Beauty,South,1.0,19.74,19.74
5032,2024-08-28,Winter Jacket,Clothing,East,1.0,74.04,74.04
4850,2024-07-06,Denim Jeans,Clothing,North,1.0,39.65,39.65
4471,2024-03-06,Mechanical Keyboard,Electronics,West,2.0,62.86,125.72
2233,2022-03-13,Denim Jeans,Clothing,,7.0,38.61,270.27
2659,2022-08-14,Cricket Bat,Sports,North,5.0,51.73,258.65
4913,2024-07-20,Bed Sheet Set,Home & Kitchen,North,3.0,28.22,84.66
2373,2022-05-06,Non-Stick Pan,Home & Kitchen,East,1.0,27.92,27.92
4292,2024-01-11,Shampoo,Beauty,South,1.0,9.78,9.78
1387,2021-05-23,USB-C Charger,Electronics,South,6.0,12.26,73.56
2376,2022-05-07,Yoga Mat,Sports,East,7.0,18.6,130.2
1738,2021-10-01,Cricket Bat,Sports,East,6.0,40.61,243.66
1796,2021-10-21,Wireless Mouse,Electronics,East,3.0,15.46,46.38
3764,2023-08-19,Face Moisturizer,Beauty,North,3.0,19.77,59.31
1869,2021-11-11,Wireless Mouse,Electronics,West,4.0,13.65,54.6
5484,2024-12-22,Cotton T-Shirt,Clothing,South,6.0,16.88,101.28
1261,2021-04-12,Running Shoes,Sports,East,2.0,64.87,129.74
4470,2024-03-05,Winter Jacket,Clothing,East,2.0,91.37,182.74
4072,2023-11-20,Bluetooth Speaker,Electronics,North,3.0,38.57,115.71
1577,2021-07-25,Winter Jacket,Clothing,North,3.0,80.9,
4692,2024-05-25,Coffee Maker,Home & Kitchen,North,4.0,47.44,189.76
3501,2023-06-04,Yoga Mat,Sports,North,4.0,18.07,72.28
3816,2023-09-07,Denim Jeans,Clothing,South,6.0,41.99,251.94
2771,2022-09-27,Cricket Bat,Sports,East,4.0,41.35,165.4
5130,2024-10-02,Bed Sheet Set,Home & Kitchen,East,2.0,28.48,56.96
4923,2024-07-22,Winter Jacket,Clothing,East,,75.34,527.38
5293,2024-11-10,Denim Jeans,Clothing,East,2.0,40.94,81.88
3600,2023-07-01,Bed Sheet Set,Home & Kitchen,North,4.0,31.06,124.24
1724,2021-09-25,Denim Jeans,Clothing,South,5.0,45.74,228.7
3200,2023-02-14,Wireless Mouse,Electronics,West,2.0,14.3,28.6
1725,2021-09-25,Cricket Bat,Sports,South,3.0,42.98,128.94
4524,2024-03-24,Wireless Mouse,Electronics,South,7.0,14.45,101.15
4960,2024-08-03,USB-C Charger,Electronics,East,1.0,12.92,12.92
1334,2021-05-04,Mechanical Keyboard,Electronics,South,4.0,52.9,211.6
3434,2023-05-11,Cricket Bat,Sports,South,1.0,41.08,41.08
3111,2023-01-14,Mechanical Keyboard,Electronics,South,1.0,49.78,49.78
1838,2021-11-04,USB-C Charger,Electronics,South,6.0,11.92,71.52
2057,2022-01-04,Wireless Mouse,Electronics,North,7.0,14.71,102.97
3133,2023-01-21,USB-C Charger,Electronics,East,4.0,13.29,53.16
1601,2021-08-02,Winter Jacket,Clothing,South,1.0,85.9,85.9
1519,2021-07-08,Mechanical Keyboard,Electronics,North,4.0,55.25,221.0
5202,2024-10-20,Denim Jeans,Clothing,South,6.0,43.04,258.24
5399,2024-11-30,Yoga Mat,Sports,South,3.0,21.21,63.63
3278,2023-03-17,Running Shoes,Sports,West,2.0,59.11,118.22
5463,2024-12-17,USB-C Charger,Electronics,East,7.0,13.79,96.53
2260,2022-03-22,Face Moisturizer,Beauty,South,4.0,19.82,79.28
2941,2022-11-22,Cricket Bat,Sports,East,,41.68,250.08
1531,2021-07-14,Cricket Bat,Sports,North,3.0,44.78,134.34
2614,2022-07-25,Bed Sheet Set,Home & Kitchen,West,7.0,31.77,222.39
2312,2022-04-07,Face Moisturizer,Beauty,South,7.0,17.11,119.77
2212,2022-03-07,Winter Jacket,Clothing,South,2.0,83.25,166.5
4115,2023-11-28,Bed Sheet Set,Home & Kitchen,North,2.0,33.7,67.4
5083,2024-09-14,Coffee Maker,Home & Kitchen,East,2.0,55.7,111.4
2123,2022-01-29,Face Moisturizer,Beauty,West,2.0,19.23,38.46
1157,2021-03-02,Coffee Maker,Home & Kitchen,East,6.0,,304.68
3829,2023-09-13,Coffee Maker,Home & Kitchen,South,2.0,53.2,106.4
4498,2024-03-15,Winter Jacket,Clothing,South,7.0,81.81,572.67
2464,2022-06-07,Bluetooth Speaker,Electronics,West,5.0,35.26,176.3
1591,2021-07-30,Coffee Maker,Home & Kitchen,North,1.0,55.3,55.3
3114,2023-01-14,Yoga Mat,Sports,South,3.0,19.69,59.07
3828,2023-09-13,Shampoo,Beauty,North,3.0,10.59,31.77
2503,2022-06-19,Cricket Bat,Sports,West,2.0,50.96,101.92
3425,2023-05-09,USB-C Charger,Electronics,North,3.0,11.43,34.29
3890,2023-10-01,Running Shoes,Sports,North,6.0,64.87,389.22
1534,2021-07-15,Bluetooth Speaker,Electronics,South,4.0,32.95,131.8
3509,2023-06-06,Cricket Bat,Sports,North,5.0,45.31,226.55
2577,2022-07-15,Non-Stick Pan,Home & Kitchen,West,4.0,22.51,90.04
1625,2021-08-17,Bluetooth Speaker,Electronics,East,5.0,,201.0
4045,2023-11-12,Denim Jeans,Clothing,North,7.0,44.9,314.3
1346,2021-05-07,Bed Sheet Set,Home & Kitchen,South,5.0,32.5,162.5
3348,2023-04-10,USB-C Charger,Electronics,East,4.0,13.58,54.32
4254,2023-12-31,Bed Sheet Set,Home & Kitchen,North,2.0,29.75,59.5
2211,2022-03-07,Mechanical Keyboard,Electronics,South,4.0,63.1,252.4
1821,2021-10-30,Shampoo,Beauty,East,6.0,9.55,57.3
5056,2024-09-03,Coffee Maker,Home & Kitchen,South,7.0,45.55,318.85
3119,2023-01-17,Winter Jacket,Clothing,West,5.0,89.28,446.4
4855,2024-07-09,Mechanical Keyboard,Electronics,East,2.0,52.61,105.22
5371,2024-11-23,Non-Stick Pan,Home & Kitchen,West,7.0,26.35,184.45
1920,2021-11-27,Cricket Bat,Sports,East,6.0,48.96,293.76
1173,2021-03-09,Bluetooth Speaker,Electronics,East,4.0,35.94,143.76
4335,2024-01-24,Yoga Mat,Sports,South,3.0,20.93,62.79
4030,2023-11-08,Cotton T-Shirt,Clothing,West,4.0,14.14,56.56
1184,2021-03-13,Face Moisturizer,Beauty,South,6.0,17.81,106.86
1285,2021-04-20,Non-Stick Pan,Home & Kitchen,North,2.0,25.83,51.66
3961,2023-10-22,Mechanical Keyboard,Electronics,West,,53.53,374.71
3942,2023-10-16,USB-C Charger,Electronics,West,6.0,13.4,80.4
5077,2024-09-11,Bed Sheet Set,Home & Kitchen,South,5.0,34.11,170.55
2073,2022-01-11,Yoga Mat,Sports,South,3.0,19.36,58.08
2168,2022-02-18,Shampoo,Beauty,South,4.0,9.98,39.92
3866,2023-09-22,Non-Stick Pan,Home & Kitchen,South,6.0,27.83,166.98
4407,2024-02-14,Wireless Mouse,Electronics,North,5.0,16.85,84.25
1094,2021-02-08,Denim Jeans,Clothing,North,,42.29,84.58
2047,2021-12-31,Cricket Bat,Sports,West,5.0,41.28,206.4
4570,2024-04-09,Mechanical Keyboard,Electronics,East,4.0,59.95,239.8
1741,2021-10-03,USB-C Charger,Electronics,South,1.0,11.91,11.91
3490,2023-06-02,Bed Sheet Set,Home & Kitchen,North,6.0,32.34,194.04
2975,2022-12-01,Yoga Mat,Sports,East,3.0,18.51,55.53
4914,2024-07-20,Non-Stick Pan,Home & Kitchen,South,1.0,24.31,24.31
5044,2024-09-01,Running Shoes,Sports,West,3.0,66.19,198.57
1938,2021-11-30,Cricket Bat,Sports,West,6.0,44.62,267.72
1125,2021-02-20,Bed Sheet Set,Home & Kitchen,North,6.0,27.57,165.42
1273,2021-04-16,Yoga Mat,Sports,East,7.0,22.72,159.04
5440,2024-12-11,USB-C Charger,Electronics,South,1.0,10.84,10.84
5111,2024-09-23,Running Shoes,Sports,South,4.0,62.35,249.4
4602,2024-04-23,Denim Jeans,Clothing,East,4.0,38.97,155.88
3656,2023-07-13,Non-Stick Pan,Home & Kitchen,East,7.0,23.15,162.05
5327,2024-11-14,Mechanical Keyboard,Electronics,North,1.0,62.79,62.79
2734,2022-09-16,Mechanical Keyboard,Electronics,South,2.0,56.62,113.24
2429,2022-05-27,Yoga Mat,Sports,North,3.0,21.16,63.48
3882,2023-09-28,Wireless Mouse,Electronics,West,7.0,13.99,97.93
3125,2023-01-19,Non-Stick Pan,Home & Kitchen,West,1.0,25.56,25.56
3377,2023-04-20,Non-Stick Pan,Home & Kitchen,East,4.0,28.0,112.0
2099,2022-01-19,Wireless Mouse,Electronics,East,2.0,17.2,34.4
1509,2021-07-05,Coffee Maker,Home & Kitchen,South,6.0,45.45,272.7
1569,2021-07-23,Cotton T-Shirt,Clothing,North,6.0,14.78,88.68
4979,2024-08-09,Yoga Mat,Sports,West,6.0,18.61,111.66
5239,2024-11-01,Yoga Mat,Sports,West,7.0,18.03,126.21
4975,2024-08-08,Bed Sheet Set,Home & Kitchen,North,3.0,34.04,102.12
1671,2021-09-04,Running Shoes,Sports,South,1.0,59.4,59.4
3052,2022-12-21,Shampoo,Beauty,East,5.0,11.41,57.05
1983,2021-12-11,Denim Jeans,Clothing,West,4.0,44.15,176.6
2157,2022-02-12,Denim Jeans,Clothing,South,6.0,43.15,258.9
3308,2023-03-26,Coffee Maker,Home & Kitchen,East,7.0,54.03,378.21
